Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry,Label
W1-SN2-BH_0033_F_Br-Me-Me-C_OH_TS,W1-SN2-BH,0.01705805788798344,10.7040929338264,"1,F_Br-Me-Me-C_OH_TS,-1,OH_minus,-1,F-Br-Me-Me-C_reactant",OH_minus
W1-SN2-BH_0034_F_Br-Me-NH2-C_F_TS,W1-SN2-BH,0.01117107935466709,7.0099581305642999,"1,F_Br-Me-NH2-C_F_TS,-1,F_minus,-1,F-Br-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0035_F_Br-Me-NH2-C_OH_TS,W1-SN2-BH,0.04400771477151852,27.615257950994501,"1,F_Br-Me-NH2-C_OH_TS,-1,F_minus,-1,OH-Br-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0036_F_Br-Me-NH2-C_OH_TS,W1-SN2-BH,0.007675737495129708,4.8165979986152596,"1,F_Br-Me-NH2-C_OH_TS,-1,OH_minus,-1,F-Br-Me-NH2-C_reactant",OH_minus
W1-SN2-BH_0037_F_Br-Me-OH-C_PH2_TS,W1-SN2-BH,0.03955570239998135,24.8215780092088,"1,F_Br-Me-OH-C_PH2_TS,-1,F_minus,-1,PH2-Br-Me-OH-C_reactant",F_minus
W1-SN2-BH_0038_F_Br-Me-OH-C_PH2_TS,W1-SN2-BH,0.03753054824105719,23.550774588045599,"1,F_Br-Me-OH-C_PH2_TS,-1,PH2_minus,-1,F-Br-Me-OH-C_reactant",PH2_minus
W1-SN2-BH_0039_F_Br-NH2-NH2-C_OH_TS,W1-SN2-BH,0.03635568774914680,22.813538498669399,"1,F_Br-NH2-NH2-C_OH_TS,-1,F_minus,-1,OH-Br-NH2-NH2-C_reactant",F_minus
W1-SN2-BH_0040_F_Br-NH2-NH2-C_OH_TS,W1-SN2-BH,0.003369198133557333,2.1142037488029399,"1,F_Br-NH2-NH2-C_OH_TS,-1,OH_minus,-1,F-Br-NH2-NH2-C_reactant",OH_minus
W1-SN2-BH_0041_F_Br-NH2-NH2-C_PH2_TS,W1-SN2-BH,0.04403586032242971,27.632919550844001,"1,F_Br-NH2-NH2-C_PH2_TS,-1,F_minus,-1,PH2-Br-NH2-NH2-C_reactant",F_minus
W1-SN2-BH_0042_F_Br-NH2-NH2-C_PH2_TS,W1-SN2-BH,0.04428408645581273,27.788683801251899,"1,F_Br-NH2-NH2-C_PH2_TS,-1,PH2_minus,-1,F-Br-NH2-NH2-C_reactant",PH2_minus
W1-SN2-BH_0043_F_Br-NH2-OH-C_SH_TS,W1-SN2-BH,0.004405449501530627,2.7644612997170301,"1,F_Br-NH2-OH-C_SH_TS,-1,F_minus,-1,SH-Br-NH2-OH-C_reactant",F_minus
W1-SN2-BH_0044_F_Br-NH2-OH-C_SH_TS,W1-SN2-BH,0.04423713714378109,27.759222663151299,"1,F_Br-NH2-OH-C_SH_TS,-1,SH_minus,-1,F-Br-NH2-OH-C_reactant",SH_minus
W1-SN2-BH_0045_F_Br-OH-SH-C_PH2_TS,W1-SN2-BH,0.02991784955583361,18.7737340398801,"1,F_Br-OH-SH-C_PH2_TS,-1,F_minus,-1,PH2-Br-OH-SH-C_reactant",F_minus
W1-SN2-BH_0046_F_Br-OH-SH-C_PH2_TS,W1-SN2-BH,0.02239548177978926,14.053376993025299,"1,F_Br-OH-SH-C_PH2_TS,-1,PH2_minus,-1,F-Br-OH-SH-C_reactant",PH2_minus
W1-SN2-BH_0047_F_Br-OH-SH-C_SH_TS,W1-SN2-BH,0.03151946698882513,19.778764152906898,"1,F_Br-OH-SH-C_SH_TS,-1,SH_minus,-1,F-Br-OH-SH-C_reactant",SH_minus
W1-SN2-BH_0048_F_Br-SH-SH-C_OH_TS,W1-SN2-BH,0.02116589638595517,13.2818005092248,"1,F_Br-SH-SH-C_OH_TS,-1,F_minus,-1,OH-Br-SH-SH-C_reactant",F_minus
W1-SN2-BH_0049_F_CCH-CCH-H-C_NH2_TS,W1-SN2-BH,0.04893699833209144,30.708430085597499,"1,F_CCH-CCH-H-C_NH2_TS,-1,F_minus,-1,NH2-CCH-CCH-H-C_reactant",F_minus
W1-SN2-BH_0050_F_CCH-CCH-H-C_SH_TS,W1-SN2-BH,0.001843998435716564,1.1571264885696799,"1,F_CCH-CCH-H-C_SH_TS,-1,F_minus,-1,SH-CCH-CCH-H-C_reactant",F_minus
W1-SN2-BH_0051_F_CCH-CCH-H-C_SH_TS,W1-SN2-BH,0.01959876827500746,12.298412772534499,"1,F_CCH-CCH-H-C_SH_TS,-1,SH_minus,-1,F-CCH-CCH-H-C_reactant",SH_minus
W1-SN2-BH_0052_F_CCH-Cl-Cl-C_F_TS,W1-SN2-BH,0.007380248341345594,4.6311757551328396,"1,F_CCH-Cl-Cl-C_F_TS,-1,F_minus,-1,F-CCH-Cl-Cl-C_reactant",F_minus
W1-SN2-BH_0053_F_CCH-Cl-Cl-C_NH2_TS,W1-SN2-BH,0.06585385855348157,41.323920145921001,"1,F_CCH-Cl-Cl-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Cl-Cl-C_reactant",F_minus
W1-SN2-BH_0054_F_CCH-Cl-Cl-C_SH_TS,W1-SN2-BH,0.01754546568150552,11.009945941993699,"1,F_CCH-Cl-Cl-C_SH_TS,-1,F_minus,-1,SH-CCH-Cl-Cl-C_reactant",F_minus
W1-SN2-BH_0055_F_CCH-Cl-Cl-C_SH_TS,W1-SN2-BH,0.04235298512100349,26.576899418283201,"1,F_CCH-Cl-Cl-C_SH_TS,-1,SH_minus,-1,F-CCH-Cl-Cl-C_reactant",SH_minus
W1-SN2-BH_0056_F_CCH-Cl-F-C_F_TS,W1-SN2-BH,0.009679730514044222,6.0741226039404301,"1,F_CCH-Cl-F-C_F_TS,-1,F_minus,-1,F-CCH-Cl-F-C_reactant",F_minus
W1-SN2-BH_0057_F_CCH-Cl-F-C_NH2_TS,W1-SN2-BH,0.06732536862119211,42.247306654588598,"1,F_CCH-Cl-F-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Cl-F-C_reactant",F_minus
W1-SN2-BH_0058_F_CCH-Cl-F-C_NH2_TS,W1-SN2-BH,0.0003886442439870996,0.24387794514199601,"1,F_CCH-Cl-F-C_NH2_TS,-1,NH2_minus,-1,F-CCH-Cl-F-C_reactant",NH2_minus
W1-SN2-BH_0059_F_CCH-Cl-F-C_OH_TS,W1-SN2-BH,0.04299853461463578,26.981987841514101,"1,F_CCH-Cl-F-C_OH_TS,-1,F_minus,-1,OH-CCH-Cl-F-C_reactant",F_minus
W1-SN2-BH_0060_F_CCH-Cl-F-C_OH_TS,W1-SN2-BH,0.003681739719552684,2.31032655505373,"1,F_CCH-Cl-F-C_OH_TS,-1,OH_minus,-1,F-CCH-Cl-F-C_reactant",OH_minus
W1-SN2-BH_0061_F_CCH-Cl-F-C_SH_TS,W1-SN2-BH,0.01282493840183818,8.0477703514291292,"1,F_CCH-Cl-F-C_SH_TS,-1,F_minus,-1,SH-CCH-Cl-F-C_reactant",F_minus
W1-SN2-BH_0062_F_CCH-Cl-F-C_SH_TS,W1-SN2-BH,0.04713484702123285,29.577563064338499,"1,F_CCH-Cl-F-C_SH_TS,-1,SH_minus,-1,F-CCH-Cl-F-C_reactant",SH_minus
W1-SN2-BH_0063_F_CCH-Cl-H-C_F_TS,W1-SN2-BH,0.0006699474609385361,0.42039837886345,"1,F_CCH-Cl-H-C_F_TS,-1,F_minus,-1,F-CCH-Cl-H-C_reactant",F_minus
W1-SN2-BH_0064_F_CCH-Cl-H-C_NH2_TS,W1-SN2-BH,0.06112627369088077,38.357315855201698,"1,F_CCH-Cl-H-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Cl-H-C_reactant",F_minus
W1-SN2-BH_0065_F_CCH-Cl-H-C_OH_TS,W1-SN2-BH,0.03077123820785140,19.309243504079198,"1,F_CCH-Cl-H-C_OH_TS,-1,F_minus,-1,OH-CCH-Cl-H-C_reactant",F_minus
W1-SN2-BH_0066_F_CCH-Cl-H-C_SH_TS,W1-SN2-BH,0.008226986032096094,5.1625116781250897,"1,F_CCH-Cl-H-C_SH_TS,-1,F_minus,-1,SH-CCH-Cl-H-C_reactant",F_minus
W1-SN2-BH_0067_F_CCH-Cl-H-C_SH_TS,W1-SN2-BH,0.02913334901498170,18.2814525180879,"1,F_CCH-Cl-H-C_SH_TS,-1,SH_minus,-1,F-CCH-Cl-H-C_reactant",SH_minus
W1-SN2-BH_0068_F_CCH-Cl-Me-C_F_TS,W1-SN2-BH,0.01110836819784418,6.9706062855284703,"1,F_CCH-Cl-Me-C_F_TS,-1,F_minus,-1,F-CCH-Cl-Me-C_reactant",F_minus
W1-SN2-BH_0069_F_CCH-Cl-Me-C_NH2_TS,W1-SN2-BH,0.06850095462714415,42.984998010899503,"1,F_CCH-Cl-Me-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Cl-Me-C_reactant",F_minus
W1-SN2-BH_0070_F_CCH-Cl-Me-C_NH2_TS,W1-SN2-BH,0.0003865369739808223,0.24255561324864799,"1,F_CCH-Cl-Me-C_NH2_TS,-1,NH2_minus,-1,F-CCH-Cl-Me-C_reactant",NH2_minus
W1-SN2-BH_0071_F_CCH-Cl-Me-C_SH_TS,W1-SN2-BH,0.01638202570137641,10.279876331958899,"1,F_CCH-Cl-Me-C_SH_TS,-1,F_minus,-1,SH-CCH-Cl-Me-C_reactant",F_minus
W1-SN2-BH_0072_F_CCH-Cl-Me-C_SH_TS,W1-SN2-BH,0.04253474542274235,26.690955729632901,"1,F_CCH-Cl-Me-C_SH_TS,-1,SH_minus,-1,F-CCH-Cl-Me-C_reactant",SH_minus
W1-SN2-BH_0073_F_CCH-Cl-NH2-C_F_TS,W1-SN2-BH,0.005558754929334458,3.4881713821523301,"1,F_CCH-Cl-NH2-C_F_TS,-1,F_minus,-1,F-CCH-Cl-NH2-C_reactant",F_minus
W1-SN2-BH_0074_F_CCH-Cl-NH2-C_NH2_TS,W1-SN2-BH,0.05476446766937890,34.365222304557598,"1,F_CCH-Cl-NH2-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Cl-NH2-C_reactant",F_minus
W1-SN2-BH_0075_F_CCH-Cl-NH2-C_PH2_TS,W1-SN2-BH,0.03700022416538477,23.2179912062374,"1,F_CCH-Cl-NH2-C_PH2_TS,-1,F_minus,-1,PH2-CCH-Cl-NH2-C_reactant",F_minus
W1-SN2-BH_0076_F_CCH-Cl-NH2-C_PH2_TS,W1-SN2-BH,0.02731454481634496,17.140135651977602,"1,F_CCH-Cl-NH2-C_PH2_TS,-1,PH2_minus,-1,F-CCH-Cl-NH2-C_reactant",PH2_minus
W1-SN2-BH_0077_F_CCH-Cl-NH2-C_SH_TS,W1-SN2-BH,0.01068061857592431,6.7021893452468397,"1,F_CCH-Cl-NH2-C_SH_TS,-1,F_minus,-1,SH-CCH-Cl-NH2-C_reactant",F_minus
W1-SN2-BH_0078_F_CCH-Cl-NH2-C_SH_TS,W1-SN2-BH,0.03799883653009480,23.8446299260095,"1,F_CCH-Cl-NH2-C_SH_TS,-1,SH_minus,-1,F-CCH-Cl-NH2-C_reactant",SH_minus
W1-SN2-BH_0079_F_CCH-CN-H-C_NH2_TS,W1-SN2-BH,0.03388739598256345,21.2646620303864,"1,F_CCH-CN-H-C_NH2_TS,-1,F_minus,-1,NH2-CCH-CN-H-C_reactant",F_minus
W1-SN2-BH_0080_F_CCH-F-F-C_F_TS,W1-SN2-BH,0.01259583089573185,7.9040032207684403,"1,F_CCH-F-F-C_F_TS,-1,F_minus,-1,F-CCH-F-F-C_reactant",F_minus
W1-SN2-BH_0081_F_CCH-F-F-C_NH2_TS,W1-SN2-BH,0.06848699163406570,42.976236100456497,"1,F_CCH-F-F-C_NH2_TS,-1,F_minus,-1,NH2-CCH-F-F-C_reactant",F_minus
W1-SN2-BH_0082_F_CCH-F-F-C_NH2_TS,W1-SN2-BH,0.006488719801354891,4.0717331498910303,"1,F_CCH-F-F-C_NH2_TS,-1,NH2_minus,-1,F-CCH-F-F-C_reactant",NH2_minus
W1-SN2-BH_0083_F_CCH-F-H-C_F_TS,W1-SN2-BH,0.0008174075948974176,0.512931009969262,"1,F_CCH-F-H-C_F_TS,-1,F_minus,-1,F-CCH-F-H-C_reactant",F_minus
W1-SN2-BH_0084_F_CCH-F-H-C_NH2_TS,W1-SN2-BH,0.05591209109838308,35.085366878914499,"1,F_CCH-F-H-C_NH2_TS,-1,F_minus,-1,NH2-CCH-F-H-C_reactant",F_minus
W1-SN2-BH_0085_F_CCH-F-H-C_OH_TS,W1-SN2-BH,0.03058672463492316,19.193459488973499,"1,F_CCH-F-H-C_OH_TS,-1,F_minus,-1,OH-CCH-F-H-C_reactant",F_minus
W1-SN2-BH_0086_F_CCH-F-Me-C_F_TS,W1-SN2-BH,0.01234193268170242,7.7446796860172702,"1,F_CCH-F-Me-C_F_TS,-1,F_minus,-1,F-CCH-F-Me-C_reactant",F_minus
W1-SN2-BH_0087_F_CCH-F-Me-C_NH2_TS,W1-SN2-BH,0.06370650909356648,39.976438015699998,"1,F_CCH-F-Me-C_NH2_TS,-1,F_minus,-1,NH2-CCH-F-Me-C_reactant",F_minus
W1-SN2-BH_0088_F_CCH-F-Me-C_NH2_TS,W1-SN2-BH,0.004965518566462832,3.11590994409165,"1,F_CCH-F-Me-C_NH2_TS,-1,NH2_minus,-1,F-CCH-F-Me-C_reactant",NH2_minus
W1-SN2-BH_0089_F_CCH-F-Me-C_OH_TS,W1-SN2-BH,0.04274533427970837,26.8231022325112,"1,F_CCH-F-Me-C_OH_TS,-1,F_minus,-1,OH-CCH-F-Me-C_reactant",F_minus
W1-SN2-BH_0090_F_CCH-F-Me-C_OH_TS,W1-SN2-BH,0.006123090281401350,3.8422971621230402,"1,F_CCH-F-Me-C_OH_TS,-1,OH_minus,-1,F-CCH-F-Me-C_reactant",OH_minus
W1-SN2-BH_0091_F_CCH-F-NH2-C_F_TS,W1-SN2-BH,0.004245187477550305,2.6638953613368499,"1,F_CCH-F-NH2-C_F_TS,-1,F_minus,-1,F-CCH-F-NH2-C_reactant",F_minus
W1-SN2-BH_0092_F_CCH-F-NH2-C_NH2_TS,W1-SN2-BH,0.05468345802246767,34.314387983630297,"1,F_CCH-F-NH2-C_NH2_TS,-1,F_minus,-1,NH2-CCH-F-NH2-C_reactant",F_minus
W1-SN2-BH_0093_F_CCH-H-H-C_NH2_TS,W1-SN2-BH,0.05307346645964291,33.304103024796099,"1,F_CCH-H-H-C_NH2_TS,-1,F_minus,-1,NH2-CCH-H-H-C_reactant",F_minus
W1-SN2-BH_0094_F_CCH-H-H-C_SH_TS,W1-SN2-BH,0.003441711738555087,2.1597067229375,"1,F_CCH-H-H-C_SH_TS,-1,F_minus,-1,SH-CCH-H-H-C_reactant",F_minus
W1-SN2-BH_0095_F_CCH-H-H-C_SH_TS,W1-SN2-BH,0.02027289047396929,12.7214308390593,"1,F_CCH-H-H-C_SH_TS,-1,SH_minus,-1,F-CCH-H-H-C_reactant",SH_minus
W1-SN2-BH_0096_F_CCH-H-Me-C_F_TS,W1-SN2-BH,0.001717924118791008,1.0780136602628601,"1,F_CCH-H-Me-C_F_TS,-1,F_minus,-1,F-CCH-H-Me-C_reactant",F_minus
W1-SN2-BH_0097_F_CCH-H-Me-C_SH_TS,W1-SN2-BH,0.006619427457297329,4.1537534423274902,"1,F_CCH-H-Me-C_SH_TS,-1,F_minus,-1,SH-CCH-H-Me-C_reactant",F_minus
W1-SN2-BH_0098_F_CCH-H-Me-C_SH_TS,W1-SN2-BH,0.02775634509526397,17.417369512642999,"1,F_CCH-H-Me-C_SH_TS,-1,SH_minus,-1,F-CCH-H-Me-C_reactant",SH_minus
W1-SN2-BH_0099_F_CCH-H-NH2-C_F_TS,W1-SN2-BH,0.002886928280696165,1.8115748470775399,"1,F_CCH-H-NH2-C_F_TS,-1,F_minus,-1,F-CCH-H-NH2-C_reactant",F_minus
W1-SN2-BH_0100_F_CCH-H-NH2-C_NH2_TS,W1-SN2-BH,0.05113048062983965,32.084861008624202,"1,F_CCH-H-NH2-C_NH2_TS,-1,F_minus,-1,NH2-CCH-H-NH2-C_reactant",F_minus
W1-SN2-BH_0101_F_CCH-H-NH2-C_OH_TS,W1-SN2-BH,0.02797827067618675,17.556629917209001,"1,F_CCH-H-NH2-C_OH_TS,-1,F_minus,-1,OH-CCH-H-NH2-C_reactant",F_minus
W1-SN2-BH_0102_F_CCH-H-NH2-C_PH2_TS,W1-SN2-BH,0.02736683145415021,17.172946012567301,"1,F_CCH-H-NH2-C_PH2_TS,-1,F_minus,-1,PH2-CCH-H-NH2-C_reactant",F_minus
W1-SN2-BH_0103_F_CCH-H-NH2-C_PH2_TS,W1-SN2-BH,0.02532219423535503,15.8899167867513,"1,F_CCH-H-NH2-C_PH2_TS,-1,PH2_minus,-1,F-CCH-H-NH2-C_reactant",PH2_minus
W1-SN2-BH_0104_F_CCH-Me-Me-C_F_TS,W1-SN2-BH,0.01066341103587185,6.6913914508385997,"1,F_CCH-Me-Me-C_F_TS,-1,F_minus,-1,F-CCH-Me-Me-C_reactant",F_minus
W1-SN2-BH_0105_F_CCH-Me-Me-C_NH2_TS,W1-SN2-BH,0.06018009185695169,37.763577790224801,"1,F_CCH-Me-Me-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Me-Me-C_reactant",F_minus
W1-SN2-BH_0106_F_CCH-Me-Me-C_NH2_TS,W1-SN2-BH,0.002156683370752986,1.35333924770184,"1,F_CCH-Me-Me-C_NH2_TS,-1,NH2_minus,-1,F-CCH-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0107_F_CCH-Me-Me-C_SH_TS,W1-SN2-BH,0.01508025133246764,9.4630005823761305,"1,F_CCH-Me-Me-C_SH_TS,-1,F_minus,-1,SH-CCH-Me-Me-C_reactant",F_minus
W1-SN2-BH_0108_F_CCH-Me-Me-C_SH_TS,W1-SN2-BH,0.03975566981908231,24.947059459198599,"1,F_CCH-Me-Me-C_SH_TS,-1,SH_minus,-1,F-CCH-Me-Me-C_reactant",SH_minus
W1-SN2-BH_0109_F_CCH-Me-NH2-C_F_TS,W1-SN2-BH,0.004940629152500822,3.1002916010266102,"1,F_CCH-Me-NH2-C_F_TS,-1,F_minus,-1,F-CCH-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0110_F_CCH-Me-NH2-C_NH2_TS,W1-SN2-BH,0.05776363876320904,36.247230580272202,"1,F_CCH-Me-NH2-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0111_F_CCH-Me-NH2-C_PH2_TS,W1-SN2-BH,0.03363207206260223,21.104443851655802,"1,F_CCH-Me-NH2-C_PH2_TS,-1,F_minus,-1,PH2-CCH-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0112_F_CCH-Me-NH2-C_PH2_TS,W1-SN2-BH,0.02963336429408958,18.595216842904399,"1,F_CCH-Me-NH2-C_PH2_TS,-1,PH2_minus,-1,F-CCH-Me-NH2-C_reactant",PH2_minus
W1-SN2-BH_0113_F_CCH-Me-NH2-C_SH_TS,W1-SN2-BH,0.007101209353290742,4.4560761464954401,"1,F_CCH-Me-NH2-C_SH_TS,-1,F_minus,-1,SH-CCH-Me-NH2-C_reactant",F_minus
W1-SN2-BH_0114_F_CCH-Me-NH2-C_SH_TS,W1-SN2-BH,0.03562454895842272,22.354741980635001,"1,F_CCH-Me-NH2-C_SH_TS,-1,SH_minus,-1,F-CCH-Me-NH2-C_reactant",SH_minus
W1-SN2-BH_0115_F_CCH-Me-OH-C_NH2_TS,W1-SN2-BH,0.06260648333768859,39.286161432173202,"1,F_CCH-Me-OH-C_NH2_TS,-1,F_minus,-1,NH2-CCH-Me-OH-C_reactant",F_minus
W1-SN2-BH_0116_F_CCH-Me-OH-C_NH2_TS,W1-SN2-BH,0.005664572463443804,3.5545728873279399,"1,F_CCH-Me-OH-C_NH2_TS,-1,NH2_minus,-1,F-CCH-Me-OH-C_reactant",NH2_minus
W1-SN2-BH_0117_F_CCH-Me-OH-C_SH_TS,W1-SN2-BH,0.005156263530516209,3.2356042161649698,"1,F_CCH-Me-OH-C_SH_TS,-1,F_minus,-1,SH-CCH-Me-OH-C_reactant",F_minus
