Name,Datatype_Short,Datatype,Description,Theory level,#datapoints,RMS energy(kcal/mol),min,max,year for last update,MGCDB84,GMTKN55,Error(kcal/mol) estimation from original paper
MCONF,INC,Intramolecular Noncovalent,Isomerization energies of melatonin conformers,DLPNO-CCSD(T)/a[TQ]Z,51.0,5.35522656654401,0.39000027567566,8.75000653901054,2017,Melatonin52,MCONF,
PCONF21,INC,Intramolecular Noncovalent,Isomerization energies of tri- and tetrapeptide conformers,DLPNO-CCSD(T)/a[TQ]Z,18.0,1.78857149930934,0.020017552222514,2.80000186657996,2017,,PCONF,<0.05 on ACONF
Pentane13,INC,Intramolecular Noncovalent,Isomerization energies of stationary points on the n-pentane torsional surface ,CCSD(T)-F12b/TZ,13.0,6.75029292814127,0.598000000179633,16.5569999999094,2013,Pentane14 ,,
SCONF,INC,Intramolecular Noncovalent,Isomerization energies of sugar conformers,DLPNO-CCSD(T)/aug-cc-pV[TQ]Z,17.0,4.96349991286015,0.200000447081877,6.31000497517038,2017,,SCONF,
UPU23,INC,Intramolecular Noncovalent,Isomerization energies of RNA-backbone conformers ,"HF/CBS(2,3) + DLPNO-CCSD(T)/def2-TZVP corrected by MP2/CBS(2,3)",23.0,6.51518586386413,0.570000740800297,14.4100108455517,2017,,UPU23,
AlkIsomer11,ISO,Isomerization,Isomerization energies of alkanes with 4-8 carbon atoms.,W1h and W3.2lite,11.0,1.80971368967574,-3.69499984744567,-0.225999990644753,2009,AlkIsomer11 ,,
C20C246,ISO,Isomerization,Isomerization energies of C20 and C24 ,MP2-F12/[DT]Z (or MP2/[Q5]Z) +CCSD(T)/TZ,6.0,41.544779543619,-5.83999975158997,84.6400001991969,2016,C20C24 ,,
C60ISO7,ISO,Isomerization,Isomerization energies of C60 isomers,"HF/CBS(2,3) + DLPNO-CCSD(T)/def2-TZVP corrected by MP2/CBS(2,3)",7.0,105.801047888942,37.4000283834773,164.88012484962,2017,,C60ISO,
DIE60,ISO,Isomerization,Isomerization energies for double-bond migration in conjugated dienes,W1-F12 or W2-F12,60.0,5.05876195078565,-6.1424471651109,8.60420614531683,2014,DIE60,CDIE20,
EIE22,ISO,Isomerization,Isomerization energies of enecarbonyls ,W1-F12,22.0,4.96983554503256,-2.74856585186291,9.22562103338403,2015,EIE22 ,,
ISO34,ISO,Isomerization,Isomerisation energies of small- and medium-sized organic molecules,W1-F12,34.0,20.296785173313,1.06000092626216,66.0600502189227,2017,,ISO34,
ISOL23,ISO,Isomerization,Isomerisation energies of large organic molecules,PNO-LCCSD(T)-F12b/haQZ/Tight,23.0,28.0260008088615,0.139999873700682,71.0100539109629,2023,,ISOL24,a few tenths
ISOMERIZATION20,ISO,Isomerization,Isomerization energies from the W4-11 dataset,W4 etc,20.0,44.0479243152558,-91.8699961867771,-0.209999810551023,2011,ISOMERIZATION20,,
PArel,ISO,Isomerization,Isomerization energies of protonated isomers,CCSD(T)/def2-[TQ]ZVPP,20.0,6.2348835965298,0.600000713736158,17.8800133627181,2017,,PArel,
Styrene42,ISO,Isomerization,Isomerization energies of C8H8 ,W1-F12,42.0,67.5768184043701,11.519999647522,124.459995024027,2012,Styrene45 ,,
TAUT15,ISO,Isomerization,Isomerization energies of tautomers,"W1-F12//SCS(1.1,0.6)-MP2/def2-QZVP",15.0,4.52337891905405,-5.440003877502,13.0300095804642,2017,,TAUT15,
3B-69,NC,Noncovalent,3-Body non-additive interaction energies in three different orientations of 23 molecular crystals ,"HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aDZ. For dozen small cases, CCSD(T) /aTZ used",69.0,0.686841330879481,-2.41599995396684,1.69400010330289,2015,3B-69-TRIM ,,
3BHET,NC,Noncovalent,3-Body non-additive interaction energies in molecular trimers,"HF/a5Z+MP2/a[Q5]Z+CCSD(T) /aDZ. For small cases, CCSD(T) /aTZ used",20.0,2.00514889370533,-4.62299971997484,4.15199989387804,2023,,,
A19Rel6,NC,Noncovalent,Relative energies of 19 complexes from the A24 set on potential energy curves (PECs),HF/aQZ+G18+G20,114.0,1.64879167062418,0.0760001824413028,5.97599987990299,2015,A21x12,,
A24,NC,Noncovalent,Highly accurate binding energies of small non-covalent complexes ,CCSD(T)/aug-cc-pV[TQ5(6)]Z + CCSDT(Q)/aDZ,24.0,2.65059287387282,-6.55499973407078,1.09599988977003,2015,A24,,
ADIM6,NC,Noncovalent,Interaction energies of n-alkane dimers,W1-F12,6.0,3.65966356464281,1.340001301173,5.5500044057763,2017,,ADIM6,
AHB21,NC,Noncovalent,Interaction energies in anion-neutral dimers ,"CCSD(T)(many, like F12-[DT]Z, [TQ]Z)",21.0,26.1748569114544,-65.6800493067162,-7.97000598765922,2015,Ionic43,AHB21,
Bauza30,NC,Noncovalent,"Binding energies of halogen-, chalcogen-, and pnicogen-bonded dimers ",CCSD(T)/a[Q5]Z half CP,30.0,23.6490735638718,-46.4199980813031,-1.41999994135252,2014,Bauza30 ,,
BzDC215,NC,Noncovalent,PECs for benzene interacting with two rare-gas atoms and eight first- and second-row hydrides ,HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,215.0,1.8097302023444,-4.19809982656159,4.00909983454072,2009,BzDC215,,
CARBHB8,NC,Noncovalent,"Binding energies of hydrogen-bonded complexes between carbene analogues and H2O, NH3, or HCl ",W2-F12,8.0,7.46540953258302,1.20500079545215,16.2960125326706,2017,,CARBHB12,
CHB6,NC,Noncovalent,Interaction energies in cation-neutral dimers ,"CCSD(T)(many, like F12-[DT]Z, [TQ]Z)",6.0,27.8452411801269,-39.090029368902,-17.830013407825,2015,Ionic43,CHB6,
CT20,NC,Noncovalent,Binding energies of charge-transfer complexes ,"CCSD(T)-F12b/TZ. For TTF-TCNQ, HF/aQZ+MP2/a[TQ]Z+CCSD(T) /6-31G*(0.25)",20.0,1.0731308889271,-1.82999992413627,-0.319999986792504,2012,CT20 ,,
DS14,NC,Noncovalent,Binding energies of complexes containing divalent sulfur,HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,14.0,3.7036389838281,-6.32999973813132,-0.84999996485876,2012,DS14,,
FmH2O10,NC,Noncovalent,Binding energies of isomers of F-(H2O)10 ,HF/aQZ+MP2/a[TQ]Z+ CCSD(T)-F12/aDZ,10.0,168.496235175413,-171.419992820233,-163.589992981369,2015,FmH2O10 ,,
H2O16Rel4,NC,Noncovalent,Isomerization energies of (H2O)16 (boat and fused cube structures) ,CCSD(T)/aTZ,4.0,0.446416446204382,0.254999769954814,0.542000013048792,2010,H2O16Rel5 ,,
H2O20Rel9,NC,Noncovalent,Isomerization energies of (H2O)20 (low-energy structures) ,HF/aQZ+MP2/a[TQ]Z+ CCSD(T)-F12/aDZ/GEBF,9.0,2.75899925099547,1.34000004615405,3.94999957410233,2015,H2O20Rel10 ,,GEBF of MP2 has a error about 1.75 kcal/mol
HB262,NC,Noncovalent,Binding energies of hydrogen-bonded systems ,HF/a5Z+MP2/a[Q5]Z+CCSD(T) /haTZ,262.0,7.19588835976904,-20.518,-2.118,2020,,,
HB49,NC,Noncovalent,Binding energies of small- and medium-sized hydrogen-bonded systems ,"W4-like for 16 small ones, then HF/a[56]Z+MP2/a[56]Z+CCSD(T) /a[TQ]Z",49.0,14.1245197488757,-33.8479909252575,-1.74952214156772,2015,HB49 ,,
HCP32,NC,Noncovalent,"Binding energies of halogen-, chalcogen-, and pnicogen-bonded dimers ",CCSD(T)/aTZ,32.0,4.39372246823507,-8.21000012356084,-1.01999970732873,2017,,,
He3,NC,Noncovalent,3-Body non-additive interaction energies in helium trimers,CCSD(T)/d[67]Z +….+ FCI/a3Z,49.0,25.7868920708971,-130.798074773066,5.39777374491671,2023,,,
HEAVY28,NC,Noncovalent,Binding energies between heavy element hydrides,"CCSD(T)/awCV[TQ]Z-PP, CP-corrected",28.0,1.42963141144376,0.3600003027398,3.35000262542302,2017,,HEAVY28,
HSG,NC,Noncovalent,Binding energies of small ligands interacting with protein receptors,HF/aQZ+MP2/a[TQ]Z+CCSD(T) /haTZ,21.0,6.6256842226484,-19.0759992114837,0.377999984669259,2011,HSG,,
HW30,NC,Noncovalent,Binding energies of hydrocarbon-water dimers ,MP2-R12/K2--+CCSD(T) /haTZ,30.0,2.33556407510599,-3.80999984221879,-0.659999972485005,2012,HW30,,
HW6Cl5,NC,Noncovalent,Binding energies of Cl-(H2O)n (n = 1-6) ,CCSD(T)-F12/[DT]Z,5.0,62.8422714534339,-86.8599963139221,-31.0099990076085,2015,HW6Cl ,,
HW6F,NC,Noncovalent,Binding energies of F-(H2O)n (n =1-6) ,CCSD(T)-F12/[DT]Z,6.0,81.4162631920317,-116.57999523027,-32.3099986643966,2015,HW6F ,,
IHB100,NC,Noncovalent,Binding energies of equilibrium ionic hydrogen-bonded dimers in the HCNO chemical space.,HF/a5Z+MP2/a[Q5]Z+CCSD(T) /haTZ,100.0,20.6886199002796,-40.9280002258575,-2.593000296296,2020,,,
IHB100x2,NC,Noncovalent,Binding energies of ionic hydrogen bonds at 0.8 and 1.5 times the equilibrium disctance in IHB100 ,HF/a5Z+MP2/a[Q5]Z+CCSD(T) /haTZ,200.0,13.8655740607479,-31.0739999538868,0.41200013032673,2020,,,
IL16,NC,Noncovalent,Interaction energies in anion-cation dimers ,"CCSD(T)(many, like F12-[DT]Z, [TQ]Z)",16.0,109.342827134629,-120.800091197254,-87.4200660897859,2015,Ionic43,IL16,
NBC10,NC,Noncovalent,"PECs for BzBz (5), BzMe (1), MeMe (1), BzH2S (1), and PyPy (2)",HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,184.0,1.91483152600886,-2.95399987775278,9.34099961403549,2011,NBC10,,0.023 on A24
NC11,NC,Noncovalent,Binding energies of very small non-covalent complexes ,CCSD(T)/CBS + T(Q)/aug-cc-pVTZ,11.0,0.481248154367969,-1.14322562527832,-0.0314219721550278,2014,NC15,,
O24,NC,Noncovalent,Interaction energies in 24 small high-spin open-shell dimers,CCSD(T)/a[Q5]Z,24.0,7.12859649965927,-29.5206284887776,-0.0559820027093148,2021,,,
O24x4,NC,Noncovalent,PECs for O24,CCSD(T)/a[Q5]Z,96.0,4.1990670307897,-25.5114516337241,0.150648081966006,2021,,,
PNICO23,NC,Noncovalent,Interaction energies in pnicogen-containing dimers,"W2-F12, W1-F12 for 3 large systems",23.0,5.02131535502587,0.640000677650638,10.9700083013211,2017,,PNICO23,
RG10N,NC,Noncovalent,PECs for the 10 rare-gas dimers involving helium through krypton ,,275.0,22.0448060015187,-0.38964322278492,238.396493015604,,RG10 ,,
RG18,NC,Noncovalent,Interaction energies in rare-gas complexes,CCSD(T)/a[TQ]Z for all dimer interaction energies and otherwise CCSD(T)/aug-cc-pwCV[TQ]Z,18.0,0.705234933428599,0.0799999278289613,1.51000114780954,2017,,RG18,
S22,NC,Noncovalent,Binding energies of noncovalently bound dimers,at least HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,22.0,9.64593258726085,0.527000654090336,20.6410155154853,2011,S22,S22,
S66,NC,Noncovalent,Binding energies of noncovalently bound dimers,half-CP HF+CABS/aQZ-F12 + CP MP2-F12/a[TQ]Z-F12+ CP CCSD(F12*)/ha[DT]Z-F12+CP (T)/ha[TQ]Z+T(Q) correction,66.0,6.90828887140758,-19.8337623454041,-1.35622449820686,2022,S66,S66,extrapolation of aDZ and aTZ is worse than aTZ alone
S66Rel7,NC,Noncovalent,Relative energies of 66 complexes from the S66 set on PECs,"MP2(F12,CBS)+ CCSD(F12,TZ)+CCSD(T)(sano-V[DT]Z+)",462.0,2.74328795731867,-0.111999773458651,15.8030003017332,2022,S66x8,,
Shields38,NC,Noncovalent,Binding energies of (H2O)n (n = 2 - 10) ,PLATINUM: through (H2O)6; GOLD: (H2O)7; and SILVER: (H2O)n=8–10,38.0,51.6071954750184,-93.1421057239156,-4.96979691450923,2023,Shields38 ,,
SW49Bind22,NC,Noncovalent,Binding energies of isomers of SO42-(H2O) (n = 3 -5) ,HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,22.0,34.1992360962777,-43.3196095140771,-19.9757494238805,2013,SW49Bind345 ,,
SW49Rel28,NC,Noncovalent,Isomerization energies of SO42-(H2O)n (n = 3-5) ,HF/aQZ+MP2/a[TQ]Z+CCSD(T) /aTZ,28.0,1.54881192011179,0.337022160818671,3.62404479787766,2013,SW49Rel345 ,,
TA13,NC,Noncovalent,Binding energies of dimers involving radicals ,CCSD(T)/a'[Q5]Z+T/TZ+ (Q) /DZ+ core/aQZ,13.0,21.999769779298,-64.201717934553,-1.68977068944772,2013,TA13 ,,
WATER27,NC,Noncovalent,"Binding energies in (H2O)n, H+(H2O)n and OH-(H2O)n","MP2-F12/[Q5]Z CP + CCSD(F12*)/a[DT]Z CP + CCSD(T)/ha[DT]Z CP for neutral and protonated water clusters, [TQ]Z anionic clusters. MP2-F12/[TQ]Z CP + Two-body{CCSD(F12*)/QZ + (T)/ha[TQ]Z} + Three-body{CCSD(F12*)/TZ + (T)/ha[DT]Z} for (H2O)20 ",27.0,101.18638959,4.974,210.763,2023,"WATER27, H2O20Bind4, H2O20Rel4 ",WATER27,(H2O)20 RMS difference is 0.51 kcal/mol with another paper
X40,NC,Noncovalent,Binding energies of complexes containing halogenated molecules ,half-CP MP2-F12/[TQ]Z-F12 + half-CP CCSD(T)/ha[TQ]Z (or ha[DT]Z),40.0,4.89873498688843,-14.1379999212646,-0.457999712322698,2012,X40,HAL59,
X40x5,NC,Noncovalent,PECs for X40,half-CP MP2-F12/[TQ]Z-F12 + half-CP CCSD(T)/ha[TQ]Z (or ha[DT]Z),200.0,4.01748917068721,-14.1229999347966,11.94900026452,2012,X40,HAL59,
XB25,NC,Noncovalent,"Binding energies of halogen-bonded dimers, compiled from XB51 and XB18 after excluding same systems in X40","CCSD(T)/a[Q5]Z, CCSD(T)/aTZ+MP2/a[Q5]Z",25.0,5.88034156941813,-15.3041064244955,-0.74370540337169,2013,"XB51,XB18",HAL59,
AE11,TC,Thermochemistry,Absolute atomic energies of closed shell atoms from Ca to Rn,CCSD(T) corrected by MP2,11.0,6518016.62001181,-13725071.127117,-425190.887126636,,,,
AE18,TC,Thermochemistry,Absolute atomic energies of hydrogen through argon ,Experimental fitting,18.0,148738.610099001,-331036.347945612,-313.75473703,1993,AE18 ,,0.06-2.4 difference of two estimates
AL2X6,TC,Thermochemistry,Dimerisation energies of AlX3 compounds,W2-F12,6.0,36.9293973378511,23.1000174386905,51.6000387909685,2017,,AL2X6 ,
ALK8,TC,Thermochemistry,Dissociation and other reactions of alkaline compounds,CCSD(T)/awCV[TQ]Z//PBEh-3c,8.0,69.9711964785446,25.3000192190438,131.130098820924,2017,,ALK8,
AlkAtom19,TC,Thermochemistry,Atomization energies of n=1-8 alkane,"quasi-W4,W1h and W3.2lite for reaction energies and W4 values for ethane and propane",19.0,1829.30552515211,-2484.25989730532,-420.429982620176,2009,AlkAtom19,,0.24 vs Exp.
ALKBDE10,TC,Thermochemistry,Dissociation energies in group-1 and -2 diatomics (many MR),Exp.,10.0,105.533017657834,56.7000429751974,142.100107122245,2017(15),,ALKBDE10,
AlkIsod14,TC,Thermochemistry,Isodesmic reaction energies in n = 3–8 alkanes.,W1h and W3.2lite,14.0,10.3537918378731,2.19999990912003,15.3999993632127,2009,AlkIsod14,,
BDE99MR,TC,Thermochemistry,Multi-reference (MR) bond dissociation energies from W4-11,W4 etc,16.0,54.5131878546517,-105.579995741145,-5.26999963829914,2011,BDE99MR ,,
BDE99nonMR,TC,Thermochemistry,Single-reference (SR) bond dissociation energies from W4-11,W4 etc,83.0,114.983949183756,-237.079990061706,-19.6899991796589,2011,BDE99nonMR ,,
BH76RC,TC,Thermochemistry,Reaction energies of the BH76 set,W2-F12,30.0,30.3647381480489,-103.280078137275,5.440003877502,2017,BH76RC,BH76RC,
BSR36,TC,Thermochemistry,Hydrocarbon bond separation reaction energies,DLPNO-CCSD(T)/TightPNO/CBS(aug-cc-pVTZ/aug-cc-pVQZ),36.0,19.4480038097907,2.24000174426776,49.8200378867362,2017,BSR36,BSR36,
CR20,TC,Thermochemistry,Cycloreversion reaction energies,W1w and W1-F12,20.0,22.3052376037578,-35.7038112892026,-7.65961281888176,2016,CR20 ,,
DARC,TC,Thermochemistry,Reaction energies of Diels-Alder reactions,W1-F12,14.0,34.941119655197,-60.8000461790359,-14.0000105879188,2017,,DARC,
DC13,TC,Thermochemistry,13 difficult cases for DFT methods,Various,13.0,71.3183147217153,-106.000080076026,152.600115220062,2017,,DC13,
DIPCS9,TC,Thermochemistry,Double-ionisation potentials of closed-shell systems,W1-F12,9.0,650.431965236731,522.100394329323,776.500586511787,2017,,DIPCS10,"0.72, 2.13 (MR) vs W4"
EA50,TC,Thermochemistry,Vertical electron affinities,EKT-CCSD(T)/aQZ,50.0,45.4184734383351,-1.15302732326313,103.772465368777,2021,,,
FH51,TC,Thermochemistry,Reaction energies in various (in-)organic systems,HF/QZ-F12+CABS +MP2/QZ-F12+CCSD(F12*)/TZ-F12 +(T)/[DT]Z-F12,51.0,45.3538151424734,-150.810113697341,-0.179999837615163,2015(13),,FH51,
G21EA,TC,Thermochemistry,Adiabatic electron affinities,W3,25.0,41.04888643337,0.189137630576425,89.0866107710703,1999,G21EA,G21EA,
G21IP,TC,Thermochemistry,Adiabatic ionisation potentials,W3,36.0,265.653985355767,118.130574905729,402.151148875533,1999,G21EA,G21EA,
G2RC24,TC,Thermochemistry,Reaction energies of selected systems from G2/97 set,W2-F12,24.0,71.0477084649291,-216.11016334687,-2.18000179839604,2017,,G2RC,
HAT707MR,TC,Thermochemistry,Heavy-atom transfer energies (MR) from W4-11,W4 etc,202.0,83.4117603962007,-242.639990065894,233.119990363281,2011,HAT707MR ,,
HAT707nonMR,TC,Thermochemistry,Heavy-atom transfer energies (SR) from W4-11,W4 etc,505.0,74.7943382717632,-194.279992277662,242.709989966849,2011,HAT707nonMR ,,
HEAVYSB11,TC,Thermochemistry,Dissociation energies in heavy-element (i.e. Ge Se Sb) compounds,CCSD(T)/awCV[TQ]Z-PP,11.0,58.5606610796812,43.7900332864767,73.8200557685215,2017,,HEAVYSB11,
HNBrBDE18,TC,Thermochemistry,Homolytic N-Br bond dissociation energies,W2,18.0,56.9483969829961,44.5745682212876,68.2122345223337,2015,HNBrBDE18,,"0.57,1.85 vs W4"
IP23,TC,Thermochemistry,Vertical ionization potentials,,23.0,307.031152103522,230.766902132489,496.56277617804,2024,,,
IP30,TC,Thermochemistry,Vertical ionization potentials,IP-EOM-CCSD(T)/QZ + T/TZ,30.0,281.769774235434,216.058884527669,379.258381500878,2019,,,
MB08-165,TC,Thermochemistry,"Decomposition energies of 165 artificially constructed molecules, each containing 8 atoms",CCSD(T)/[TQ]Z + core/cc-pCVTZ,165.0,154.461240225388,-570.616431133413,433.664327650087,,,,
MB16-43,TC,Thermochemistry,"Decomposition energies of 43 artificially constructed molecules, each containing 16 atoms",W1-F12,43.0,539.030820676396,-362.980874222597,1290.73677483331,2017,,MB16-43,
MX34,TC,Thermochemistry,Electronic atomization energies for a range of ionic clusters with the NaCl structure,W2 and W1X-2,34.0,833.232646126614,52.2724051522722,1674.85842252917,2023,,,
NBPRC,TC,Thermochemistry,"Oligomerizations and H2 fragmentations of NH3/BH3, H2 activation reactions with PH3/BH3 systems",W2-F12,12.0,30.9092354052886,-48.8999999999961,40.4000000000032,2017,NBPRC,NBPRC,
P34AE,TC,Thermochemistry,The atomization energies of systems containing heavy p-block elements up to xenon,W1-P34,44.0,617.887759650738,32.3199714704098,1467.88632824773,2021,,,1.1
P34EA,TC,Thermochemistry,The electron affinities of systems containing heavy p-block elements up to xenon,W1-P34,9.0,44.2846815557025,7.37335805704297,80.8026053176862,2021,,,1.1
P34IP,TC,Thermochemistry,The ionization potentials of systems containing heavy p-block elements up to xenon,W1-P34,15.0,224.493023280504,129.173809797616,327.901802580636,2021,,,1.1
PA26,TC,Thermochemistry,Adiabatic proton affinities including amino acids,"W1-F12,W2-F12, CCSD(T)/def2-[TQ]ZVPP//PBEh-3c ",26.0,191.813640050595,106.200080523108,236.000178033838,2017,,PA26,
PlatonicRE18,TC,Thermochemistry,"Reaction energies of homodesmotic, isodesmic, and isogyric reactions involving platonic hydrocarbon cages, CnHn (n = 4, 6, 8, 10, 12, 20)",W1-F12,18.0,227.237852678415,-43.6399982812668,501.849978988571,2015,PlatonicHD6,,
PlatonicTAE6,TC,Thermochemistry,"Total atomization energies of platonic hydrocarbon cages, CnHn (n = 4, 6, 8, 10, 12, 20)",W1-F12,6.0,2539.27390187193,793.899967150472,4621.45980921546,2015,PlatonicTAE6,,
RC21,TC,Thermochemistry,Fragmentations and rearrangements in organic radical cations,W1-F12,21.0,43.9412749252386,-6.72000523280328,126.560095413581,2017,,RC21,
RSE43,TC,Thermochemistry,Radical stabilization energies,W1-F12,43.0,9.95613220782854,-26.4000201092204,6.90000507041844,2017,,RSE43,
SIE4x4,TC,Thermochemistry,Self-interaction-error related problems,W2-F12,16.0,38.0748400183326,4.90000373714704,64.4000485789244,2017,,SIE4x4,"0.55,1.39 (MR) vs W4"
SN13,TC,Thermochemistry,Nucleophilic substitution energies ,W4 etc,13.0,25.6659336819812,-48.0599980588738,-2.53999959109794,2011,SN13 ,,
TAE_W4-17MR,TC,Thermochemistry,Total atomization energies (MR) from W4-17,W4 etc,17.0,141.494045938472,53.0700399748635,234.330177030371,2017,TAE140MR ,,
TAE_W4-17nonMR,TC,Thermochemistry,Total atomization energies (SR) from W4-17 ,W4 etc,183.0,518.60345439805,39.0500294049875,1597.31020684586,2017,TAE140nonMR ,,sigma =0.08
WCPT6,TC,Thermochemistry,Tautomerization energies for water-catalyzed proton-transfer reactions ,W2.2,6.0,7.52632789802353,-0.860420910527902,11.1376669101099,2012,WCPT6,,
YBDE18,TC,Thermochemistry,Bond-dissociation energies in ylides,W2-F12,18.0,53.1140808698644,12.3100096024941,91.1400690089274,2017(12),,YBDE18,
3d4dIPSS,TM,Transition Metal,Spin-state relative energies and ionization potentials for first-row (3d) and second-row (4d) transition metals,Mixed,32.0,138.967369070488,1.92000015042349,212.279999884538,,,,
CUAGAU83,TM,Transition Metal,"Atomization, ionization, isomerization, and binding energies  of molecular systems containing Cu, Ag, and Au","CM3 values for reactions 1-3 and CM1 energies for 4-14,W1X-G0 for CUAGAU2",83.0,114.120350536838,-31.9228546097889,460.707457118892,2020,,,good agreement with CM1
DAPD,TM,Transition Metal,Difficult bonding energies of Pd-containing diatomic molecules,W4X-L: up to CCSDTQ(5),12.0,64.9311187375469,18.2395538624472,87.0045927841418,2023,,,
MME52,TM,Transition Metal,Reaction energies and barrier heights of metalloenzyme models,DLPNO–CCSD(T)/def2-[TQ]ZVPP,52.0,21.7145872396486,-77.3219997729365,65.0562051154942,2023,,,
MOBH28,TM,Transition Metal,Barrier heights involving organometallic complexes compiled from real-life organometallic catalytic problems,"LNO-CCSD/def2-[TQ]ZVPP+(T)/def2-{SVP,TZVPP}+canonical/def2-SVP",56.0,26.9104878257864,-4.28999989488489,82.3399997640763,2022,,,
