Index,Molecule,TBE in common unit,fd step
V30_85,CH3OH_H2O,3769.71085608954,0.001
V30_86,CH3OH_H2O,3826.56022438965,0.001
V30_87,CH3OH_H2O,3932.25020531051,0.001
V30_88,CO2_N2,61.16081863842,0.01
V30_89,CO2_N2,84.3808168877695,0.01
V30_90,CO2_N2,667.407107480199,0.003
V30_91,CO2_N2,670.845124596922,0.003
V30_92,CO2_N2,1349.96810127361,0.001
V30_93,CO2_N2,2356.49843860146,0.001
V30_94,CO2_N2,2389.58576576048,0.001
V30_95,HF_CH4,103.916452379974,0.003
V30_96,HF_CH4,113.006139187347,0.003
V30_97,HF_CH4,230.246638965484,0.003
V30_98,HF_CH4,1349.24985372606,0.001
V30_99,HF_CH4,1352.69505790639,0.001
V30_100,HF_CH4,1352.69505790639,0.001
V30_101,HF_CH4,1577.96943552788,0.001
V30_102,HF_CH4,3021.94017263551,0.001
V30_103,HF_CH4,3141.15154684071,0.001
V30_104,HF_CH4,3157.86794713474,0.001
V30_105,HF_CH4,4096.30666261147,0.001
V30_106,HF_CO,49.6895013810441,0.01
V30_107,HF_CO,105.153638716392,0.003
V30_108,HF_CO,306.859795256972,0.003
V30_109,HF_CO,2150.56912673854,0.001
V30_110,HF_CO,4110.92161202411,0.001
V30_111,N2_Ar,2354.30719916188,0.001
V30_112,H2O_CO2,86.965245598784,0.01
V30_113,H2O_CO2,114.593072783203,0.003
V30_114,H2O_CO2,151.894723938917,0.003
V30_115,H2O_CO2,174.241443918765,0.003
V30_116,H2O_CO2,660.548338712502,0.003
V30_117,H2O_CO2,674.054017047657,0.003
V30_118,H2O_CO2,1350.42023669813,0.001
V30_119,H2O_CO2,1646.64406583878,0.001
V30_120,H2O_CO2,2390.20346200959,0.001
V30_121,H2O_CO2,3831.0922046224,0.001
V30_122,H2O_CO2,3941.53525392598,0.001
V30_123,C2H2_C2H2,59.6843206000731,0.01
V30_124,C2H2_C2H2,73.6169961580259,0.01
V30_125,C2H2_C2H2,101.155692405425,0.003
V30_126,C2H2_C2H2,613.138567884577,0.003
V30_127,C2H2_C2H2,617.828673630019,0.003
V30_128,C2H2_C2H2,623.285318618009,0.003
V30_129,C2H2_C2H2,629.374927196285,0.003
V30_130,C2H2_C2H2,747.60881466264,0.003
V30_131,C2H2_C2H2,754.814838770527,0.003
V30_132,C2H2_C2H2,765.625571845193,0.003
V30_133,C2H2_C2H2,772.735408783128,0.003
V30_134,C2H2_C2H2,1998.73692493793,0.001
V30_135,C2H2_C2H2,2002.86242673717,0.001
V30_136,C2H2_C2H2,3390.52247215765,0.001
V30_137,C2H2_C2H2,3403.99415805213,0.001
V30_138,C2H2_C2H2,3488.65477489285,0.001
V30_139,C2H2_C2H2,3496.40923391742,0.001
V30_140,H2O_H2O,149.057607936802,0.003
V30_141,H2O_H2O,185.170127575228,0.003
V30_142,H2O_H2O,352.220299352328,0.003
V30_143,H2O_H2O,615.255611216261,0.003
V30_144,H2O_H2O,1650.8740134036,0.001
V30_145,H2O_H2O,1670.81172493223,0.001
V30_146,H2O_H2O,3750.77016028781,0.001
V30_147,H2O_H2O,3826.34750502933,0.001
V30_148,H2O_H2O,3913.21694584055,0.001
V30_149,H2O_H2O,3932.23138742986,0.001
V30_150,CO_CO,80.4310014527621,0.01
V30_151,CO_CO,2160.80175981888,0.001
V30_152,CO_CO,2161.5601512429,0.001
V30_153,CO_Ar,2159.7775946245,0.001
V30_154,C2H2_Ar,42.9990627637366,0.01
V30_155,C2H2_Ar,611.789437888132,0.003
V30_156,C2H2_Ar,612.031963418786,0.003
V30_157,C2H2_Ar,747.457583769109,0.003
V30_158,C2H2_Ar,748.516107580768,0.003
V30_159,C2H2_Ar,2004.04432896821,0.001
V30_160,C2H2_Ar,3408.46926941153,0.001
V30_161,C2H2_Ar,3500.55483241328,0.001
V30_162,NH3_NH3,45.2114764659202,0.01
V30_163,NH3_NH3,52.7203187250489,0.01
V30_164,NH3_NH3,102.45672917959,0.003
V30_165,NH3_NH3,140.395892841452,0.003
V30_166,NH3_NH3,231.695783009334,0.003
V30_167,NH3_NH3,389.435245788332,0.003
V30_168,NH3_NH3,1078.48746406988,0.001
V30_169,NH3_NH3,1093.19690470418,0.001
V30_170,NH3_NH3,1666.0795240008,0.001
V30_171,NH3_NH3,1676.17300908768,0.001
V30_172,NH3_NH3,1680.40348513463,0.001
V30_173,NH3_NH3,1696.25395990165,0.001
V30_174,NH3_NH3,3452.119109365,0.001
V30_175,NH3_NH3,3472.55058059093,0.001
V30_176,NH3_NH3,3578.6776206571,0.001
V30_177,NH3_NH3,3600.36415077888,0.001
V30_178,NH3_NH3,3602.66529396406,0.001
V30_179,NH3_NH3,3605.71409881996,0.001
V30_180,CH4_N2,53.0938876300094,0.01
V30_181,CH4_N2,67.8847211715753,0.01
V30_182,CH4_N2,78.3668078557169,0.01
V30_183,CH4_N2,1345.17437396632,0.001
V30_184,CH4_N2,1345.73809612248,0.001
V30_185,CH4_N2,1569.60020626922,0.001
V30_186,CH4_N2,1570.28599429121,0.001
V30_187,CH4_N2,2354.35905848513,0.001
V30_188,CH4_N2,3031.31616215792,0.001
V30_189,CH4_N2,3152.48562351738,0.001
V30_190,CH4_N2,3152.76727986646,0.001
V30_191,CH4_N2,3154.21037390891,0.001
V30_192,HF_HCN,83.9823177120196,0.01
V30_193,HF_HCN,187.063494860328,0.003
V30_194,HF_HCN,629.58586704087,0.003
V30_195,HF_HCN,737.492505923015,0.003
V30_196,HF_HCN,2152.48307134669,0.001
V30_197,HF_HCN,3434.3250055666,0.001
V30_198,HF_HCN,3887.28190431707,0.001
V30_199,HF_HF,161.067756864537,0.003
V30_200,HF_HF,218.305762441734,0.003
V30_201,HF_HF,466.076423154798,0.003
V30_202,HF_HF,568.47716593332,0.003
V30_203,HF_HF,4025.09280818316,0.001
V30_204,HF_HF,4104.23819279367,0.001
V30_205,C2H4_Ar,45.8780893377054,0.01
V30_206,C2H4_Ar,67.696101804744,0.01
V30_207,C2H4_Ar,824.833050454244,0.003
V30_208,C2H4_Ar,951.38027624174,0.003
V30_209,C2H4_Ar,964.844299053501,0.003
V30_210,C2H4_Ar,1048.18143116017,0.001
V30_211,C2H4_Ar,1246.84432276616,0.001
V30_212,C2H4_Ar,1367.52578685013,0.001
V30_213,C2H4_Ar,1476.87122188805,0.001
V30_214,C2H4_Ar,1669.45818689992,0.001
V30_215,C2H4_Ar,3139.79672110249,0.001
V30_216,C2H4_Ar,3154.39804493395,0.001
V30_217,C2H4_Ar,3221.82344812001,0.001
V30_218,C2H4_Ar,3246.97774832087,0.001
V30_219,HF_N2,77.2174163107008,0.01
V30_220,HF_N2,118.24844947739,0.003
V30_221,HF_N2,384.467533889498,0.003
V30_222,HF_N2,2364.92709729187,0.001
V30_223,HF_N2,4079.12772964615,0.001
V30_224,HF_Ar,62.1673721574763,0.01
V30_225,HF_Ar,157.527101518088,0.003
V30_226,HF_Ar,4124.08550856132,0.001
V30_227,CH4_Ar,47.1217880981626,0.01
V30_228,CH4_Ar,60.8055986078032,0.01
V30_229,CH4_Ar,60.8059028406971,0.01
V30_230,CH4_Ar,1344.70671781215,0.001
V30_231,CH4_Ar,1345.43564042915,0.001
V30_232,CH4_Ar,1569.6261349768,0.001
V30_233,CH4_Ar,3031.96297572638,0.001
V30_234,CH4_Ar,3153.44784551805,0.001
V30_235,CH4_Ar,3153.77634189036,0.001
V30_236,H2O_CH4,74.3571896383094,0.01
V30_237,H2O_CH4,82.6024197801283,0.01
V30_238,H2O_CH4,89.9445972261099,0.01
V30_239,H2O_CH4,170.755357181155,0.003
V30_240,H2O_CH4,1346.3373075513,0.001
V30_241,H2O_CH4,1348.41324393518,0.001
V30_242,H2O_CH4,1350.18185688926,0.001
V30_243,H2O_CH4,1571.68962953056,0.001
V30_244,H2O_CH4,1574.36154898882,0.001
V30_245,H2O_CH4,1651.85085671484,0.001
V30_246,H2O_CH4,3026.43009166683,0.001
V30_247,H2O_CH4,3144.42427957694,0.001
V30_248,H2O_CH4,3148.10497523468,0.001
V30_249,H2O_CH4,3155.47693672164,0.001
V30_250,H2O_CH4,3828.88003155086,0.001
V30_251,H2O_CH4,3937.10221345468,0.001
V30_252,NH3_Ar,48.2292010159973,0.01
V30_253,NH3_Ar,58.8457824310812,0.01
V30_254,NH3_Ar,71.3587057285445,0.01
V30_255,NH3_Ar,1060.91009060496,0.001
V30_256,NH3_Ar,1672.87647118354,0.001
V30_257,NH3_Ar,1673.9753017323,0.001
V30_258,NH3_Ar,3475.26641086131,0.001
V30_259,NH3_Ar,3606.31944678685,0.001
V30_260,NH3_Ar,3606.53488510394,0.001
V30_261,N2_N2,55.1464886358386,0.01
V30_262,N2_N2,2354.48005913064,0.001
V30_263,N2_N2,2354.72989793066,0.001
V30_264,HF_C2H2,94.7787929040642,0.01
V30_265,HF_C2H2,142.496597652082,0.003
V30_266,HF_C2H2,423.074022274754,0.003
V30_267,HF_C2H2,488.942967481536,0.003
V30_268,HF_C2H2,615.389229400432,0.003
V30_269,HF_C2H2,648.870676597127,0.003
V30_270,HF_C2H2,752.985949561792,0.003
V30_271,HF_C2H2,772.643368178149,0.003
V30_272,HF_C2H2,1999.79361228153,0.001
V30_273,HF_C2H2,3397.71692218583,0.001
V30_274,HF_C2H2,3490.21340533406,0.001
V30_275,HF_C2H2,3967.56326333301,0.001
Pol130_1,AlF,5.971,0.01
Pol130_2,AlF,5.132,0.01
Pol130_3,Ar,1.634,0.01
Pol130_4,Be,5.622,0.01
Pol130_5,BeH,5.395,0.01
Pol130_6,BeH,3.825,0.01
Pol130_7,BeH2,2.913,0.01
Pol130_8,BeH2,2.974,0.01
Pol130_9,BF,2.95,0.01
Pol130_10,BF,2.686,0.01
Pol130_11,BH2,2.832,0.01
Pol130_12,BH2,3.019,0.01
Pol130_13,BH2,2.914,0.01
Pol130_14,BH2Cl,3.548,0.01
Pol130_15,BH2Cl,4.044,0.01
Pol130_16,BH2Cl,5.488,0.01
Pol130_17,BH2F,2.083,0.01
Pol130_18,BH2F,2.648,0.01
Pol130_19,BH2F,2.62,0.01
Pol130_20,BH3,2.73,0.01
Pol130_21,BH3,2.099,0.01
Pol130_22,BHF2,2.048,0.01
Pol130_23,BHF2,2.603,0.01
Pol130_24,BHF2,2.504,0.01
Pol130_25,BO,2.246,0.01
Pol130_26,BO,2.797,0.01
Pol130_27,BS,4.341,0.01
Pol130_28,BS,6.28,0.01
Pol130_29,C2H,3.02,0.01
Pol130_30,C2H,3.871,0.01
Pol130_31,C2H2,2.758,0.01
Pol130_32,C2H2,4.501,0.01
Pol130_33,C2H3,3.435,0.01
Pol130_34,C2H3,4.998,0.01
Pol130_35,C2H3,3.132,0.01
Pol130_36,C2H4,3.25,0.01
Pol130_37,C2H4,3.701,0.01
Pol130_38,C2H4,5.069,0.01
Pol130_39,CH2BH,4.117,0.01
Pol130_40,CH2BH,3.61,0.01
Pol130_41,CH2BH,5.762,0.01
Pol130_42,CH2F,2.233,0.01
Pol130_43,CH2F,2.55,0.01
Pol130_44,CH2F,2.32,0.01
Pol130_45,CH2NH,3.211,0.01
Pol130_46,CH2NH,2.523,0.01
Pol130_47,CH2NH,4.03,0.01
Pol130_48,CH2PH,7.611,0.01
Pol130_49,CH2PH,4.929,0.01
Pol130_50,CH2PH,5.641,0.01
Pol130_51,CH2-t,2.106,0.01
Pol130_52,CH2-t,2.301,0.01
Pol130_53,CH2-t,2.023,0.01
Pol130_54,CH3,2.341,0.01
Pol130_55,CH3,2.341,0.01
Pol130_56,CH3BH2,3.698,0.01
Pol130_57,CH3BH2,4.867,0.01
Pol130_58,CH3BH2,4.251,0.01
Pol130_59,CH3Cl,3.93,0.01
Pol130_60,CH3Cl,5.39,0.01
Pol130_61,CH3F,2.371,0.01
Pol130_62,CH3F,2.562,0.01
Pol130_63,CH3NH2,4.108,0.01
Pol130_64,CH3NH2,3.609,0.01
Pol130_65,CH3NH2,3.511,0.01
Pol130_66,CH3O,4.181,0.01
Pol130_67,CH3O,3.399,0.01
Pol130_68,CH3OH,2.998,0.01
Pol130_69,CH3OH,3.398,0.01
Pol130_70,CH3OH,2.917,0.01
Pol130_71,CH3SH,6.285,0.01
Pol130_72,CH3SH,4.984,0.01
Pol130_73,CH3SH,4.981,0.01
Pol130_74,CH4,2.426,0.01
Pol130_75,Cl2,3.666,0.01
Pol130_76,Cl2,6.174,0.01
Pol130_77,ClCN,3.385,0.01
Pol130_78,ClCN,6.644,0.01
Pol130_79,ClF,2.356,0.01
Pol130_80,ClF,3.337,0.01
Pol130_81,CN,2.405,0.01
Pol130_82,CN,3.782,0.01
Pol130_83,CO,1.753,0.01
Pol130_84,CO,2.283,0.01
Pol130_85,CO2,1.891,0.01
Pol130_86,CO2,3.954,0.01
Pol130_87,CS,3.507,0.01
Pol130_88,CS,5.608,0.01
Pol130_89,CSO,3.781,0.01
Pol130_90,CSO,7.778,0.01
Pol130_91,F2,0.946,0.01
Pol130_92,F2,1.839,0.01
Pol130_93,FCN,2.162,0.01
Pol130_94,FCN,3.723,0.01
Pol130_95,FCO,3.32,0.01
Pol130_96,FCO,2.404,0.01
Pol130_97,FCO,2.027,0.01
Pol130_98,FH-OH,1.886,0.01
Pol130_99,FH-OH,1.602,0.01
Pol130_100,FH-OH,2.28,0.01
Pol130_101,FNO,3.445,0.01
Pol130_102,FNO,2.465,0.01
Pol130_103,FNO,1.747,0.01
Pol130_104,H,0.667,0.01
Pol130_105,H2,0.678,0.01
Pol130_106,H2,0.948,0.01
Pol130_107,H2CN,2.262,0.01
Pol130_108,H2CN,2.773,0.01
Pol130_109,H2CN,3.657,0.01
Pol130_110,H2O,1.362,0.01
Pol130_111,H2O,1.46,0.01
Pol130_112,H2O,1.406,0.01
Pol130_113,H2O-Li,38.527,0.001
Pol130_114,H2O-Li,33.527,0.001
Pol130_115,H2O-Li,43.727,0.001
Pol130_116,HBO,2.1,0.01
Pol130_117,HBO,3.171,0.01
Pol130_118,HBS,4.211,0.01
Pol130_119,HBS,6.678,0.01
Pol130_120,HCCCl,3.98,0.01
Pol130_121,HCCCl,8.157,0.01
Pol130_122,HCCF,2.748,0.01
Pol130_123,HCCF,4.774,0.01
Pol130_124,HCHO,1.912,0.01
Pol130_125,HCHO,2.633,0.01
Pol130_126,HCHO,3.288,0.01
Pol130_127,HCHS,3.891,0.01
Pol130_128,HCHS,4.571,0.01
Pol130_129,HCHS,6.673,0.01
Pol130_130,HCl,2.458,0.01
Pol130_131,HCl,2.709,0.01
Pol130_132,HCN,2.061,0.01
Pol130_133,HCN,3.295,0.01
Pol130_134,HCO,2.633,0.01
Pol130_135,HCO,2.892,0.01
Pol130_136,HCO,1.93,0.01
Pol130_137,HCONH2,5.189,0.01
Pol130_138,HCONH2,4.087,0.01
Pol130_139,HCONH2,2.967,0.01
Pol130_140,HCOOH,4.005,0.01
Pol130_141,HCOOH,3.52,0.01
Pol130_142,HCOOH,2.401,0.01
Pol130_143,HCP,4.438,0.01
Pol130_144,HCP,6.898,0.01
Pol130_145,He,0.205,0.01
Pol130_146,HF,0.762,0.01
Pol130_147,HF,0.932,0.01
Pol130_148,HNC,2.312,0.01
Pol130_149,HNC,3.475,0.01
Pol130_150,HNO,1.589,0.01
Pol130_151,HNO,2.293,0.01
Pol130_152,HNO,2.77,0.01
Pol130_153,HNS,5.625,0.01
Pol130_154,HNS,3.921,0.01
Pol130_155,HNS,3.436,0.01
Pol130_156,HO2,1.738,0.01
Pol130_157,HO2,2.702,0.01
Pol130_158,HO2,1.477,0.01
Pol130_159,HOCl,2.934,0.01
Pol130_160,HOCl,2.793,0.01
Pol130_161,HOCl,4.21,0.01
Pol130_162,HOF,1.516,0.01
Pol130_163,HOF,1.345,0.01
Pol130_164,HOF,2.351,0.01
Pol130_165,HOOH,2.006,0.01
Pol130_166,HOOH,2.786,0.01
Pol130_167,HOOH,1.855,0.01
Pol130_168,Li2,24.439,0.001
Pol130_169,Li2,43.918,0.001
Pol130_170,LiBH4,4.298,0.01
Pol130_171,LiBH4,4.665,0.01
Pol130_172,LiCl,3.775,0.01
Pol130_173,LiCl,3.976,0.01
Pol130_174,LiCN,3.721,0.01
Pol130_175,LiCN,3.873,0.01
Pol130_176,LiCN,3.15,0.01
Pol130_177,LiH,4.374,0.001
Pol130_178,LiH,3.81,0.001
Pol130_179,Mg,10.591,0.001
Pol130_180,Mg2,18.401,0.001
Pol130_181,Mg2,32.401,0.001
Pol130_182,N,1.077,0.01
Pol130_183,N2,1.506,0.01
Pol130_184,N2,2.184,0.01
Pol130_185,N2H2,3.498,0.01
Pol130_186,N2H2,2.068,0.01
Pol130_187,N2H2,2.872,0.01
Pol130_188,N2H4,3.121,0.01
Pol130_189,N2H4,3.721,0.01
Pol130_190,N2H4,3.157,0.01
Pol130_191,Na,24.32,0.003
Pol130_192,Na2,30.434,0.001
Pol130_193,Na2,55.115,0.001
Pol130_194,NaCl,4.181,0.001
Pol130_195,NaCl,4.843,0.001
Pol130_196,NaCN,4.458,0.01
Pol130_197,NaCN,4.095,0.01
Pol130_198,NaCN,3.467,0.01
Pol130_199,NaH,5.81,0.001
Pol130_200,NaH,8.169,0.001
Pol130_201,NaLi,27.512,0.001
Pol130_202,NaLi,50.347,0.001
Pol130_203,NCO,2.284,0.01
Pol130_204,NCO,4.826,0.01
Pol130_205,Ne,0.393,0.01
Pol130_206,NH,1.329,0.01
Pol130_207,NH,1.697,0.01
Pol130_208,NH2,1.574,0.01
Pol130_209,NH2,1.861,0.01
Pol130_210,NH2,1.918,0.01
Pol130_211,NH2Cl,3.433,0.01
Pol130_212,NH2Cl,3.428,0.01
Pol130_213,NH2Cl,5.002,0.01
Pol130_214,NH2F,2.092,0.01
Pol130_215,NH2F,2.415,0.01
Pol130_216,NH2F,2.061,0.01
Pol130_217,NH2OH,2.652,0.01
Pol130_218,NH2OH,3.235,0.01
Pol130_219,NH2OH,2.479,0.01
Pol130_220,NH3,2.0,0.01
Pol130_221,NH3,2.242,0.01
Pol130_222,NH3O,2.664,0.01
Pol130_223,NH3O,3.702,0.01
Pol130_224,NO,1.488,0.01
Pol130_225,NO,2.193,0.01
Pol130_226,NOCl,4.695,0.01
Pol130_227,NOCl,7.051,0.01
Pol130_228,NOCl,3.389,0.01
Pol130_229,NP,3.517,0.01
Pol130_230,NP,5.422,0.01
Pol130_231,O2,1.21,0.01
Pol130_232,O2,2.263,0.01
Pol130_233,O3,1.745,0.01
Pol130_234,O3,4.586,0.01
Pol130_235,O3,2.126,0.01
Pol130_236,OCl,2.421,0.01
Pol130_237,OCl,4.171,0.01
Pol130_238,OCl2,4.21,0.01
Pol130_239,OCl2,7.733,0.01
Pol130_240,OCl2,4.625,0.01
Pol130_241,OF,1.094,0.01
Pol130_242,OF,2.033,0.01
Pol130_243,OF2,1.453,0.01
Pol130_244,OF2,2.953,0.01
Pol130_245,OF2,1.981,0.01
Pol130_246,OH,1.258,0.01
Pol130_247,P,3.705,0.01
Pol130_248,P2,5.923,0.01
Pol130_249,P2,10.155,0.01
Pol130_250,P2H4,7.388,0.01
Pol130_251,P2H4,10.698,0.01
Pol130_252,P2H4,7.412,0.01
Pol130_253,PH,3.906,0.01
Pol130_254,PH,4.364,0.01
Pol130_255,PH2,4.081,0.01
Pol130_256,PH2,4.411,0.01
Pol130_257,PH2,4.496,0.01
Pol130_258,PH2OH,4.872,0.01
Pol130_259,PH2OH,4.949,0.01
Pol130_260,PH2OH,4.854,0.01
Pol130_261,PH3,4.405,0.01
Pol130_262,PH3,4.616,0.01
Pol130_263,PH3O,4.092,0.01
Pol130_264,PH3O,4.918,0.01
Pol130_265,PS,9.373,0.01
Pol130_266,S2,4.657,0.01
Pol130_267,S2,8.686,0.01
Pol130_268,S2H2,5.655,0.01
Pol130_269,S2H2,8.287,0.01
Pol130_270,S2H2,5.626,0.01
Pol130_271,SCl,7.196,0.01
Pol130_272,SCl2,5.582,0.01
Pol130_273,SCl2,10.069,0.01
Pol130_274,SCl2,7.038,0.01
Pol130_275,SF,3.604,0.01
Pol130_276,SF2,3.173,0.01
Pol130_277,SF2,3.815,0.01
Pol130_278,SF2,3.445,0.01
Pol130_279,SH,3.449,0.01
Pol130_280,SH2,3.634,0.01
Pol130_281,SH2,3.57,0.01
Pol130_282,SH2,3.558,0.01
Pol130_283,SiH3,5.013,0.01
Pol130_284,SiH3,4.982,0.01
Pol130_285,SiH3Cl,5.658,0.01
Pol130_286,SiH3Cl,7.164,0.01
Pol130_287,SiH3F,4.231,0.01
Pol130_288,SiH3F,3.879,0.01
Pol130_289,SiH4,4.589,0.01
Pol130_290,SiO,4.02,0.01
Pol130_291,SiO,5.075,0.01
Pol130_292,SO2,2.892,0.01
Pol130_293,SO2,5.017,0.01
Pol130_294,SO2,3.382,0.01
Pol130_295,SO-trip,2.942,0.01
Pol130_296,SO-trip,4.351,0.01
