Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry,Label
TRIP50_35_dE_rev,TRIP50,0.03193033411952151,20.03658717,"-1,35-P1,1,35-TS",rev
TRIP50_36_dE_rxn,TRIP50,-0.02924346345112670,-18.35055037,"-1,36-R1,1,36-P1",rxn
TRIP50_36_dE_fwd,TRIP50,0.009632411604660800,6.04442954,"-1,36-R1,1,36-TS",fwd
TRIP50_36_dE_rev,TRIP50,0.03887592165269353,24.39500915,"-1,36-P1,1,36-TS",rev
TRIP50_37_dE_rxn,TRIP50,-0.02488839989757596,-15.61770673,"-1,37-R1,1,37-P1",rxn
TRIP50_37_dE_fwd,TRIP50,0.01278935011137854,8.025438362,"-1,37-R1,1,37-TS",fwd
TRIP50_37_dE_rev,TRIP50,0.03767778967050708,23.64316998,"-1,37-P1,1,37-TS",rev
TRIP50_38_dE_rxn,TRIP50,0.01607023300334421,10.08422346,"-1,38-R1,1,38-P1,1,38-P2",rxn
TRIP50_38_dE_fwd,TRIP50,0.01509827823579170,9.474312635,"-1,38-R1,1,38-TS",fwd
TRIP50_38_dE_rev,TRIP50,-0.0009719803831020216,-0.609926899,"-1,38-P1,-1,38-P2,1,38-TS",rev
TRIP50_39_dE_rxn,TRIP50,0.001901592409870149,1.193267253,"-1,39-R1,1,39-P1,1,38-P2",rxn
TRIP50_39_dE_fwd,TRIP50,0.006026812094983140,3.781881688,"-1,39-R1,1,39-TS",fwd
TRIP50_39_dE_rev,TRIP50,0.004125216654083057,2.588612533,"-1,39-P1,-1,38-P2,1,39-TS",rev
TRIP50_40_dE_rxn,TRIP50,0.02193029678244539,13.761469,"-1,40-R1,1,38-P1,1,40-P2",rxn
TRIP50_40_dE_fwd,TRIP50,0.01480235663990305,9.28861903,"-1,40-R1,1,40-TS",fwd
TRIP50_40_dE_rev,TRIP50,-0.007127975083847459,-4.472871896,"-1,38-P1,-1,40-P2,1,40-TS",rev
TRIP50_41_dE_rxn,TRIP50,0.02290671628736969,14.37418149,"-1,41-R1,1,38-P1,1,41-P2",rxn
TRIP50_41_dE_fwd,TRIP50,0.01079153269535984,6.771789006,"-1,41-R1,1,41-TS",fwd
TRIP50_41_dE_rev,TRIP50,-0.01211522009345078,-7.602415389,"-1,38-P1,-1,41-P2,1,41-TS",rev
TRIP50_42_dE_rxn,TRIP50,-0.03147830229892867,-19.75293292,"-1,42-R1,-1,15-R2,1,42-P1",rxn
TRIP50_42_dE_fwd,TRIP50,0.01463461877242758,9.183361929,"-1,42-R1,-1,15-R2,1,42-TS",fwd
TRIP50_42_dE_rev,TRIP50,0.04611297122358709,28.93632632,"-1,42-P1,1,42-TS",rev
TRIP50_43_dE_rxn,TRIP50,-0.03382709631865337,-21.22682342,"-1,43-R1,1,43-P1",rxn
TRIP50_43_dE_fwd,TRIP50,0.01198533188718634,7.520909309,"-1,43-R1,1,43-TS",fwd
TRIP50_43_dE_rev,TRIP50,0.04581248211896994,28.74776656,"-1,43-P1,1,43-TS",rev
TRIP50_44_dE_rxn,TRIP50,-0.02713556923650167,-17.02782678,"-1,43-P1,1,44-P1,1,44-P2",rxn
TRIP50_44_dE_fwd,TRIP50,0.002727616901012537,1.711605447,"-1,43-P1,1,44-TS",fwd
TRIP50_44_dE_rev,TRIP50,0.02986322937670202,18.73945936,"-1,44-P1,-1,44-P2,1,44-TS",rev
TRIP50_45_dE_rxn,TRIP50,-0.01956756494925093,-12.27883239,"-1,45-R1,1,45-P1",rxn
TRIP50_45_dE_fwd,TRIP50,0.01834679372321687,11.51278688,"-1,45-R1,1,45-TS",fwd
TRIP50_45_dE_rev,TRIP50,0.03791438985924793,23.79163884,"-1,45-P1,1,45-TS",rev
TRIP50_46_dE_rxn,TRIP50,-0.04784830706313889,-30.025266,"-1,45-P1,1,44-P1,1,46-P2",rxn
TRIP50_46_dE_fwd,TRIP50,0.0005864448637200900,0.367999708,"-1,45-P1,1,46-TS",fwd
TRIP50_46_dE_rev,TRIP50,0.04843482818387498,30.39331356,"-1,44-P1,-1,46-P2,1,46-TS",rev
TRIP50_47_dE_rxn,TRIP50,-0.006190294245038590,-3.884468286,"-1,47-R1,1,44-P1,1,47-P2",rxn
TRIP50_47_dE_fwd,TRIP50,0.01840265294359331,11.54783907,"-1,47-R1,1,47-TS",fwd
TRIP50_47_dE_rev,TRIP50,0.02459295705939921,15.43231355,"-1,44-P1,-1,47-P2,1,47-TS",rev
TRIP50_48_dE_rxn,TRIP50,-0.04454827217029237,-27.95446284,"-1,48-R1,1,44-P1,1,48-P2",rxn
TRIP50_48_dE_fwd,TRIP50,0.002195747481035559,1.377852347,"-1,48-R1,1,48-TS",fwd
TRIP50_48_dE_rev,TRIP50,0.04674409063511677,29.33235973,"-1,44-P1,-1,48-P2,1,48-TS",rev
TRIP50_49_dE_rxn,TRIP50,-0.08489221475028009,-53.27066903,"-1,49-R1,1,44-P1,1,49-P2",rxn
TRIP50_49_dE_fwd,TRIP50,0.009194426620592874,5.769589813,"-1,49-R1,1,49-TS",fwd
TRIP50_49_dE_rev,TRIP50,0.09408677666285422,59.04034374,"-1,44-P1,-1,49-P2,1,49-TS",rev
TRIP50_50_dE_rxn,TRIP50,-0.04557483651174998,-28.59864169,"-1,50-R1,-1,50-R2,1,48-R1",rxn
TRIP50_50_dE_fwd,TRIP50,0.0008405174436409598,0.527432659,"-1,50-R1,-1,50-R2,1,50-TS",fwd
TRIP50_50_dE_rev,TRIP50,0.04641542657740206,29.12611992,"-1,48-R1,1,50-TS",rev
